Software Version,3.05.11,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\20240201_June_Nov_CHL_POC.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,2/1/24,,,,,,,,,,,,,
Time,12:14:09 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.066,0.101,0.081,0.135,0.155,0.157,0.184,0.088,0.141,0.218,0.07,0.177,630
,,0.152,0.268,0.205,0.422,0.497,0.546,0.59,0.243,0.522,0.82,0.216,0.68,663
,,0.042,0.046,0.036,0.039,0.037,0.041,0.044,0.04,0.034,0.04,0.032,0.036,750
,B,0.072,0.139,0.092,0.153,0.198,0.18,0.213,0.108,0.168,0.252,0.087,0.203,630
,,0.176,0.363,0.246,0.49,0.602,0.641,0.69,0.287,0.619,0.963,0.261,0.8,663
,,0.044,0.054,0.048,0.042,0.056,0.042,0.044,0.049,0.04,0.044,0.042,0.037,750
,C,0.138,0.177,0.146,0.229,0.198,0.16,0.104,0.085,0.067,0.102,0.066,0.105,630
,,0.424,0.622,0.569,0.72,0.671,0.55,0.352,0.239,0.12,0.306,0.169,0.308,663
,,0.041,0.045,0.04,0.047,0.044,0.034,0.035,0.037,0.041,0.039,0.033,0.037,750
,D,0.151,0.201,0.165,0.251,0.223,0.239,0.123,0.102,0.059,0.114,0.072,0.127,630
,,0.485,0.732,0.666,0.844,0.774,0.703,0.408,0.28,0.121,0.351,0.191,0.364,663
,,0.039,0.041,0.04,0.046,0.044,0.081,0.042,0.046,0.041,0.039,0.033,0.05,750
,E,0.128,0.111,0.085,0.174,0.122,0.068,0.071,0.081,0.107,0.079,0.073,0.058,630
,,0.385,0.329,0.225,0.57,0.345,0.169,0.211,0.211,0.332,0.178,0.21,0.148,663
,,0.042,0.041,0.039,0.036,0.052,0.036,0.033,0.043,0.039,0.045,0.036,0.034,750
,F,0.143,0.138,0.092,0.234,0.126,0.078,0.083,0.086,0.118,0.073,0.078,0.06,630
,,0.458,0.399,0.262,0.711,0.392,0.203,0.25,0.235,0.381,0.194,0.242,0.166,663
,,0.037,0.054,0.04,0.067,0.041,0.042,0.036,0.04,0.038,0.035,0.035,0.033,750
,G,0.094,0.078,0.082,0.041,0.038,0.04,0.042,0.043,0.036,0.034,0.033,0.037,630
,,0.285,0.178,0.197,0.044,0.038,0.04,0.041,0.042,0.036,0.034,0.033,0.037,663
,,0.038,0.048,0.048,0.039,0.037,0.039,0.04,0.041,0.035,0.033,0.032,0.037,750
,H,0.104,0.073,0.087,0.041,0.041,0.042,0.038,0.033,0.035,0.037,0.043,0.033,630
,,0.328,0.189,0.226,0.043,0.041,0.041,0.038,0.033,0.035,0.036,0.042,0.032,663
,,0.038,0.038,0.046,0.04,0.04,0.041,0.037,0.032,0.035,0.036,0.042,0.032,750
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
