Software Version,3.05.11,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\20240205_Plate2_host_BAC_may_July.xpt,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\BCA_Protein.prt,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,2/5/24,,,,,,,,,,,,
Time,5:46:32 PM,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,562,,,,,,,,,,,,
,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.5,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,2.238,2.25,1.234,0.933,0.694,0.422,0.257,0.117,0.075,0.918,0.89,0.875,562:562
B,2.147,1.75,1.389,1.601,0.782,0.41,0.252,0.108,0.075,0.833,0.872,0.908,562:562
C,0.78,0.644,0.621,0.869,0.669,0.987,0.768,0.509,0.926,1.205,0.912,0.841,562:562
D,0.818,0.682,0.651,0.901,0.692,1.043,0.795,0.503,0.974,1.179,0.941,0.834,562:562
E,0.588,0.815,0.603,0.862,0.535,0.96,0.918,1.111,0.938,0.729,0.714,1.062,562:562
F,0.601,0.877,0.632,0.874,0.556,1.006,0.947,1.137,0.933,0.742,0.727,1.038,562:562
G,1.118,0.807,0.582,1.024,1.05,0.902,1.25,0.655,0.897,1.206,0.52,0.075,562:562
H,1.054,0.806,0.552,1.051,1.083,0.905,1.279,0.682,0.933,1.244,0.501,0.075,562:562
